Latitude,Longitude,Time,Date,HDOP,Satellites,DeltaX,DeltaY
52.027724,0.7324067,203759.0,240626,0.87,10,-1.6986084,-0.57154996
52.027744,0.7324217,203801.0,240626,0.87,10,-2.1232604,-1.0287895
52.027768,0.7324583,203806.0,240626,0.87,10,-2.5479126,-2.5066524
52.027784,0.732471636,203809.0,240626,0.87,10,-1.6986084,-0.9144788
52.027796,0.7324733,203810.0,240626,0.87,10,-1.6986084,-0.1143098
52.02781,0.73247668,203811.0,240626,0.88,10,-1.2739563,-0.22861956
52.027824,0.73248168,203813.0,240626,0.88,10,-1.6986084,-0.3429292
52.02784,0.7324966,203817.0,240626,0.87,10,-1.6986084,-1.0247048
52.027848,0.73251508,203820.0,240626,0.87,10,-0.8493042,-1.261489
52.027868,0.7325283,203824.0,240626,0.87,10,-2.1232604,-0.91039452
52.027896,0.732535,203827.0,240626,0.88,10,-3.3972168,-0.4572382
52.02793,0.732549936,203832.0,240626,0.88,10,-3.821869,-1.0247027
52.027948,0.7325583,203834.0,240626,0.88,10,-1.6986084,-0.57154716
52.02797,0.73256664,203837.0,240626,0.88,10,-2.5479126,-0.57154684
52.02799,0.7325684,203837.0,240626,0.88,10,-2.1232604,-0.11839179
52.028004,0.732575,203839.0,240626,0.88,10,-1.6986084,-0.45315464
52.02804,0.73259668,203844.0,240626,0.87,10,-4.246521,-1.4819369
52.02806,0.7326017,203845.0,240626,0.92,9,-2.1232604,-0.34700988
52.028084,0.73262,203848.0,240626,0.88,10,-2.5479126,-1.2533174
52.02811,0.7326267,203850.0,240626,0.88,10,-2.9725648,-0.457236032
52.02814,0.7326317,203853.0,240626,0.88,10,-3.3972168,-0.3429268
52.028176,0.732638336,203856.0,240626,0.88,10,-3.821869,-0.45723536
52.0282,0.732641636,203859.0,240626,0.88,10,-2.5479126,-0.224535108
52.02822,0.7326433,203902.0,240626,0.88,10,-2.5479126,-0.11430872
52.02828,0.732638336,203907.0,240626,0.88,10,-6.3697816,0.3388433
52.028304,0.73263668,203909.0,240626,0.88,10,-2.9725648,0.118390952
52.028344,0.7326317,203913.0,240626,0.88,10,-4.246521,0.338842784
52.028356,0.73263,203914.0,240626,1.06,9,-1.2739563,0.11430839
52.028376,0.7326267,203916.0,240626,1.06,9,-2.5479126,0.22861664
52.028392,0.7326267,203919.0,240626,0.88,10,-1.6986084,0.0
52.028408,0.7326283,203921.0,240626,1.04,9,-1.6986084,-0.1102258
52.028428,0.73263,203922.0,240626,1.06,9,-2.1232604,-0.118390632
52.028444,0.73263336,203924.0,240626,1.06,9,-1.6986084,-0.22861631
52.028464,0.7326317,203927.0,240626,1.06,9,-2.5479126,0.1143081
52.028484,0.732625,203929.0,240626,0.88,10,-2.1232604,0.4572322
52.028508,0.732625,203931.0,240626,0.88,10,-2.5479126,0.0
52.028524,0.7326283,203934.0,240626,0.88,10,-1.6986084,-0.22453348
52.02855,0.73262,203936.0,240626,0.88,10,-2.9725648,0.567457
52.028572,0.73262,203939.0,240626,0.88,10,-2.5479126,0.0
52.0286,0.732625,203941.0,240626,0.88,10,-2.9725648,-0.3429233
52.0286136,0.7326267,203943.0,240626,0.88,10,-1.6986084,-0.11430772
52.028636,0.73263336,203945.0,240626,0.88,10,-2.5479126,-0.45723064
52.028664,0.732645,203948.0,240626,0.88,10,-2.9725648,-0.7960708
52.028688,0.7326433,203950.0,240626,0.88,10,-2.5479126,0.11430754
52.028736,0.73263668,203955.0,240626,0.88,10,-5.5204772,0.4572296
52.02876,0.73263336,203958.0,240626,0.88,10,-2.5479126,0.2245323
52.028776,0.73263336,203959.0,240626,0.88,10,-1.6986084,0.0
52.028792,0.73263,204002.0,240626,0.88,10,-2.1232604,0.22861454
52.02881,0.7326283,204004.0,240626,0.88,10,-1.6986084,0.11838962
52.028824,0.73262332,204006.0,240626,0.88,10,-1.6986084,0.33883916
52.028844,0.7326216,204007.0,240626,0.88,10,-2.1232604,0.11838953
52.02886,0.73261668,204009.0,240626,0.88,10,-1.6986084,0.3388389
52.028924,0.73261,204014.0,240626,0.88,10,-7.2190856,0.457227736
52.02911,0.7325917,204032.0,240626,0.87,10,-20.807952,1.2532885
52.029216,0.7325983,204041.0,240626,0.87,10,-11.890259,-0.45314236
52.029232,0.7326033,204043.0,240626,0.87,10,-1.6986084,-0.34291844
52.029256,0.7326084,204045.0,240626,0.87,10,-2.5479126,-0.3470006
52.029304,0.73262332,204049.0,240626,0.92,9,-5.5204772,-1.0246712
52.02933,0.73263336,204052.0,240626,0.92,9,-2.9725648,-0.6858353
52.029348,0.73263668,204053.0,240626,0.92,9,-1.6986084,-0.22452936
52.02937,0.732645,204055.0,240626,0.92,9,-2.5479126,-0.5715289
52.029384,0.732655,204057.0,240626,0.91,9,-1.6986084,-0.6858345
52.029396,0.73266,204058.0,240626,0.91,9,-1.2739563,-0.342917152
52.02941,0.732665,204100.0,240626,0.92,9,-1.6986084,-0.34291704
52.029436,0.732678336,204103.0,240626,0.91,9,-2.5479126,-0.9144449
52.029452,0.732685,204105.0,240626,0.91,9,-2.1232604,-0.45722228
52.02947,0.732695,204107.0,240626,0.91,9,-1.6986084,-0.6817509
52.029484,0.73269668,204108.0,240626,0.91,9,-1.6986084,-0.114305496
52.0295,0.73271,204111.0,240626,0.91,9,-1.6986084,-0.91444376
52.02952,0.7327167,204112.0,240626,0.91,9,-2.1232604,-0.45722164
52.029532,0.732725,204114.0,240626,0.91,9,-1.6986084,-0.5715269
52.02955,0.732735,204116.0,240626,0.87,10,-1.6986084,-0.681749636
52.029584,0.732745,204119.0,240626,0.87,10,-3.821869,-0.6858314
52.0296,0.73275168,204121.0,240626,0.87,10,-1.6986084,-0.457220832
52.02963,0.7327616,204125.0,240626,0.87,10,-3.3972168,-0.6817485
52.029828,0.732818368,204143.0,240626,0.87,10,-22.08191,-3.886357
52.029844,0.7328233,204145.0,240626,0.87,10,-1.6986084,-0.33883144
52.029864,0.7328283,204147.0,240626,0.87,10,-2.5479126,-0.34291356
52.029916,0.732821636,204152.0,240626,0.87,10,-5.5204772,0.457217536
52.02993,0.73281496,204154.0,240626,0.87,10,-1.6986084,0.45721744
52.02994,0.73281,204155.0,240626,0.87,10,-1.2739563,0.33883068
52.029956,0.73279832,204157.0,240626,0.87,10,-1.6986084,0.80013
52.029988,0.732780036,204200.0,240626,0.87,10,-3.3972168,1.2532641
52.030008,0.732765,204202.0,240626,0.87,10,-2.1232604,1.0287374
52.03003,0.7327483,204204.0,240626,0.91,9,-2.5479126,1.143041
52.030052,0.73272332,204208.0,240626,1.04,9,-2.5479126,1.7104784
52.030096,0.73270168,204212.0,240626,0.87,10,-4.671173,1.4859512
52.030116,0.73265668,204216.0,240626,1.04,9,-2.5479126,3.0821226
52.03013,0.73264,204218.0,240626,0.87,10,-1.2739563,1.1389562
52.030136,0.73261668,204220.0,240626,0.87,10,-0.8493042,1.6002536
52.030144,0.7325917,204222.0,240626,1.04,9,-0.8493042,1.710475
52.03016,0.7325684,204224.0,240626,0.91,9,-1.6986084,1.5961706
52.030168,0.7325067,204228.0,240626,0.87,10,-0.8493042,4.225157
52.030176,0.73247508,204230.0,240626,0.87,10,-0.8493042,2.1676886
52.030176,0.732455,204231.0,240626,0.87,10,0.0,1.3716447
52.030176,0.7324383,204232.0,240626,0.87,10,0.0,1.1430372
52.030176,0.7324116,204233.0,240626,0.87,10,0.0,1.8288596
52.030184,0.732375,204235.0,240626,0.87,10,-1.2739563,2.506517
52.030176,0.73233508,204237.0,240626,0.87,10,1.2739563,2.739207
52.030176,0.73232,204238.0,240626,0.87,10,0.0,1.0287335
52.030184,0.7323034,204239.0,240626,0.87,10,-1.2739563,1.1389548
52.030184,0.73228492,204240.0,240626,0.87,10,0.0,1.261423
52.030184,0.73226832,204241.0,240626,0.87,10,0.0,1.1389548
52.030184,0.7322517,204242.0,240626,0.87,10,0.0,1.1389548
52.0302,0.73213668,204249.0,240626,0.87,10,-1.6986084,7.87878836
52.03021,0.732099936,204251.0,240626,0.87,10,-0.8493042,2.5146802
52.030216,0.7320683,204253.0,240626,0.87,10,-0.8493042,2.1676868
52.030216,0.732040036,204255.0,240626,0.87,10,0.0,1.93499716
52.030216,0.7320233,204256.0,240626,0.87,10,0.0,1.1471186
52.030216,0.73200832,204257.0,240626,0.87,10,0.0,1.0246503
52.030216,0.73197496,204259.0,240626,0.87,10,0.0,2.2860724
52.030224,0.73195668,204300.0,240626,0.87,10,-0.8493042,1.2532574
52.030224,0.731941636,204301.0,240626,0.87,10,0.0,1.0287324
52.03023,0.7319133,204303.0,240626,0.87,10,-0.8493042,1.9390788
52.03024,0.731889968,204305.0,240626,0.87,10,-0.8493042,1.6002498
52.03025,0.7318767,204306.0,240626,0.87,10,-1.2739563,0.910346064
52.03026,0.731848368,204308.0,240626,0.87,10,-0.8493042,1.93907736
52.030296,0.73178,204314.0,240626,0.87,10,-4.246521,4.6823584
52.030308,0.731771636,204315.0,240626,0.87,10,-1.2739563,0.571517
52.030324,0.73174832,204317.0,240626,0.87,10,-1.6986084,1.5961648
52.03034,0.7317333,204319.0,240626,0.87,10,-1.6986084,1.0287298
52.030352,0.7317167,204321.0,240626,0.87,10,-1.6986084,1.1389505
52.03036,0.73168664,204324.0,240626,0.87,10,-0.8493042,2.0574586
52.030372,0.73168,204325.0,240626,0.87,10,-1.2739563,0.4572129
52.030396,0.73168,204327.0,240626,0.87,10,-2.5479126,0.0
52.03042,0.73168,204329.0,240626,0.87,10,-2.5479126,0.0
52.03043,0.7316817,204330.0,240626,0.87,10,-1.2739563,-0.11838532
52.030444,0.7316883,204332.0,240626,0.87,10,-1.6986084,-0.4531299
52.030476,0.731685,204334.0,240626,0.87,10,-3.3972168,0.22860592
52.03051,0.73167,204338.0,240626,0.87,10,-3.821869,1.0246436
52.03054,0.7316567,204340.0,240626,0.87,10,-3.3972168,0.91442232
52.030552,0.73165168,204341.0,240626,0.87,10,-1.2739563,0.34290832
52.030584,0.73163508,204345.0,240626,0.87,10,-3.3972168,1.1389448
52.030596,0.7316217,204351.0,240626,0.87,10,-1.6986084,0.9144212
52.030616,0.7315983,204353.0,240626,0.86,10,-2.1232604,1.6002365
52.030616,0.7315817,204355.0,240626,0.86,10,0.0,1.1389438
52.030616,0.73156504,204357.0,240626,0.86,10,0.0,1.1389438
52.030616,0.731550036,204403.0,240626,0.87,10,0.0,1.0287235
52.03064,0.7315483,204405.0,240626,0.86,10,-2.5479126,0.11838477
52.030656,0.731555,204407.0,240626,0.86,10,-1.6986084,-0.45721004
52.03068,0.7315584,204410.0,240626,0.87,10,-2.9725648,-0.23268712
52.030696,0.7315584,204413.0,240626,0.87,10,-1.6986084,0.0
52.030712,0.73155668,204415.0,240626,0.87,10,-1.6986084,0.11838459
52.030728,0.73156,204417.0,240626,0.87,10,-1.6986084,-0.228604624
52.03074,0.73156504,204418.0,240626,0.86,10,-1.2739563,-0.34698908
52.0307552,0.7315767,204420.0,240626,0.86,10,-1.6986084,-0.796033536
52.030784,0.731595,204423.0,240626,0.86,10,-3.3972168,-1.2532416
52.030804,0.73161168,204425.0,240626,0.86,10,-2.1232604,-1.1430212
52.03081,0.731628336,204427.0,240626,0.86,10,-0.8493042,-1.1430211
52.030828,0.731645,204429.0,240626,0.86,10,-1.6986084,-1.1389384
52.03084,0.73166,204431.0,240626,0.86,10,-1.6986084,-1.0287182
52.03086,0.73167,204433.0,240626,0.86,10,-2.1232604,-0.6858119
52.030884,0.7316783,204435.0,240626,0.86,10,-2.5479126,-0.5674274
52.0309,0.7316817,204437.0,240626,0.87,10,-1.6986084,-0.23268596
52.03092,0.7316883,204439.0,240626,0.87,10,-2.1232604,-0.45312512
52.03094,0.731695,204442.0,240626,0.87,10,-2.5479126,-0.4572071
52.030956,0.731695,204444.0,240626,0.91,9,-1.6986084,0.0
52.03097,0.73168,204448.0,240626,0.86,10,-1.6986084,1.0287152
52.030984,0.7316933,204451.0,240626,0.86,10,-1.2739563,-0.91441336
52.031,0.7317167,204454.0,240626,0.86,10,-1.6986084,-1.6002228
52.031012,0.731725,204456.0,240626,0.86,10,-1.6986084,-0.5674257
52.03103,0.731735,204458.0,240626,0.86,10,-1.6986084,-0.68580932
52.03104,0.73174,204459.0,240626,0.86,10,-1.2739563,-0.34290456
52.031064,0.731749936,204501.0,240626,0.86,10,-2.5479126,-0.6817265
52.0310836,0.7317617,204504.0,240626,0.86,10,-2.5479126,-0.804192
52.031136,0.73178168,204510.0,240626,0.87,10,-5.5204772,-1.3675331
52.03115,0.7317966,204513.0,240626,0.86,10,-1.6986084,-1.0246289
52.031164,0.7318,204514.0,240626,0.86,10,-1.2739563,-0.232684616
52.031176,0.73181,204516.0,240626,0.86,10,-1.6986084,-0.6817248
52.031192,0.73182664,204519.0,240626,0.86,10,-1.6986084,-1.1430112
52.031208,0.73184,204521.0,240626,0.86,10,-1.6986084,-0.91440872
52.031216,0.73185508,204523.0,240626,0.86,10,-0.8493042,-1.0287096
52.031228,0.73185668,204524.0,240626,0.86,10,-1.2739563,-0.11021887
52.031244,0.731865,204527.0,240626,0.86,10,-1.6986084,-0.57150508
52.03125,0.73188,204545.0,240626,0.9,9,-0.8493042,-1.0287088
52.031272,0.73190664,204551.0,240626,0.86,10,-2.5479126,-1.8247326
52.031284,0.7319084,204552.0,240626,0.86,10,-1.2739563,-0.118383064
52.0313,0.73191168,204555.0,240626,0.86,10,-1.6986084,-0.22451954
52.0313,0.7319267,204602.0,240626,0.87,10,0.0,-1.0287078
52.031292,0.731941636,204605.0,240626,0.86,10,0.8493042,-1.0246258
52.031292,0.7319667,204609.0,240626,0.86,10,0.0,-1.7145132
52.031308,0.731981636,204611.0,240626,0.86,10,-1.6986084,-1.0246253
52.031316,0.73200832,204613.0,240626,0.86,10,-0.8493042,-1.828813
52.031324,0.73203668,204615.0,240626,0.86,10,-0.8493042,-1.93903152
52.031324,0.73206,204617.0,240626,0.86,10,0.0,-1.6002113
52.03133,0.732080036,204619.0,240626,0.86,10,-0.8493042,-1.3716093
52.03135,0.73210332,204621.0,240626,0.86,10,-2.1232604,-1.596128
52.03135,0.73213168,204623.0,240626,0.86,10,0.0,-1.9390302
52.031336,0.7321967,204627.0,240626,0.86,10,1.2739563,-4.453647
52.031372,0.732238336,204630.0,240626,0.86,10,-3.821869,-2.8534348
52.031364,0.73226664,204632.0,240626,0.86,10,0.8493042,-1.9390296
52.03135,0.7322817,204633.0,240626,0.86,10,1.6986084,-1.0287066
52.031336,0.732295,204634.0,240626,0.86,10,1.2739563,-0.91032384
52.031324,0.73231,204635.0,240626,0.86,10,1.6986084,-1.0287073
52.031316,0.7323267,204636.0,240626,0.86,10,0.8493042,-1.1430081
52.031308,0.732341636,204637.0,240626,0.86,10,0.8493042,-1.0246253
52.0313,0.73235832,204638.0,240626,0.86,10,0.8493042,-1.1430086
52.031292,0.7323834,204640.0,240626,0.86,10,0.8493042,-1.7145132
52.031272,0.73242332,204643.0,240626,0.86,10,2.1232604,-2.73914
52.031264,0.73244,204644.0,240626,0.86,10,0.8493042,-1.1389272
52.03125,0.7324633,204646.0,240626,0.86,10,1.6986084,-1.5961316
52.031244,0.73248664,204648.0,240626,0.86,10,0.8493042,-1.6002141
52.031228,0.7325283,204651.0,240626,0.86,10,1.6986084,-2.8534438
52.031208,0.73254,204652.0,240626,0.86,10,2.1232604,-0.8001076
52.031192,0.7325433,204655.0,240626,0.86,10,1.6986084,-0.22452006
52.031176,0.732545,204656.0,240626,0.86,10,1.6986084,-0.11838335
52.031144,0.73253832,204659.0,240626,0.86,10,3.821869,0.45720504
52.03112,0.73253336,204702.0,240626,0.86,10,2.5479126,0.342903936
52.03104,0.732495,204710.0,240626,0.86,10,8.917694,2.624853
52.03103,0.73248664,204712.0,240626,0.86,10,1.2739563,0.5715077
52.031012,0.73247668,204714.0,240626,0.86,10,1.6986084,0.685809536
52.031,0.7324733,204715.0,240626,0.86,10,1.6986084,0.22860326
52.03097,0.7324617,204718.0,240626,0.86,10,2.9725648,0.7960297
52.030956,0.73244992,204720.0,240626,0.86,10,1.6986084,0.80419432
52.030932,0.73244,204722.0,240626,0.86,10,2.5479126,0.68172856
52.03092,0.7324367,204723.0,240626,0.86,10,1.6986084,0.22452146
52.030908,0.7324284,204725.0,240626,0.86,10,1.2739563,0.5715093
52.03089,0.7324167,204726.0,240626,0.86,10,1.6986084,0.80011332
52.030876,0.732395,204729.0,240626,0.86,10,1.6986084,1.4859252
52.03085,0.7323883,204731.0,240626,0.86,10,2.9725648,0.45720804
52.030828,0.732375,204734.0,240626,0.86,10,2.5479126,0.9103343
52.03081,0.7323667,204736.0,240626,0.86,10,1.6986084,0.57151056
52.030784,0.73236492,204738.0,240626,0.86,10,2.9725648,0.1183844
52.03077,0.73236332,204739.0,240626,0.86,10,1.6986084,0.110219984
52.030656,0.73231336,204751.0,240626,0.86,10,12.739563,3.424993
52.03064,0.7323,204753.0,240626,0.86,10,1.6986084,0.9144203
52.030624,0.732295,204754.0,240626,0.86,10,1.6986084,0.34290776
52.030596,0.73228332,204757.0,240626,0.86,10,2.9725648,0.7960363
52.030584,0.732275,204759.0,240626,0.86,10,1.6986084,0.5715135
52.03056,0.73227,204802.0,240626,0.86,10,2.5479126,0.342908268
52.03054,0.7322533,204805.0,240626,0.86,10,2.1232604,1.1430279
52.030524,0.7322533,204806.0,240626,0.86,10,1.6986084,0.0
52.03051,0.73226,204807.0,240626,0.86,10,1.6986084,-0.4572115
52.030496,0.73226832,204809.0,240626,0.86,10,1.6986084,-0.57151452
52.030468,0.7322817,204811.0,240626,0.86,10,2.9725648,-0.9144239
52.030452,0.732291636,204812.0,240626,0.86,10,1.6986084,-0.68173592
52.030436,0.73230168,204813.0,240626,0.86,10,1.6986084,-0.6858184
52.03042,0.73231168,204815.0,240626,0.86,10,2.1232604,-0.6858187
52.030404,0.73231336,204816.0,240626,0.86,10,1.6986084,-0.11430315
52.03038,0.7323217,204818.0,240626,0.86,10,2.5479126,-0.57151604
52.03036,0.732331636,204820.0,240626,0.86,10,2.1232604,-0.6817373
52.03029,0.7323667,204827.0,240626,0.86,10,8.06839,-2.4003722
52.030272,0.7323817,204829.0,240626,0.86,10,1.6986084,-1.0287314
52.03026,0.732395,204831.0,240626,0.86,10,1.6986084,-0.91034584
52.03024,0.7324,204832.0,240626,0.86,10,2.1232604,-0.34291068
52.030216,0.7324116,204834.0,240626,0.86,10,2.5479126,-0.7960431
52.0302,0.732425,204836.0,240626,0.86,10,1.6986084,-0.91442936
52.030184,0.7324383,204838.0,240626,0.86,10,1.6986084,-0.9144296
52.030176,0.7324467,204839.0,240626,0.86,10,1.2739563,-0.5715186
52.030168,0.73247,204841.0,240626,0.86,10,0.8493042,-1.5961703
52.03016,0.73249336,204843.0,240626,0.86,10,0.8493042,-1.6002528
52.03015,0.7325217,204845.0,240626,0.86,10,0.8493042,-1.94316452
52.030144,0.73253832,204846.0,240626,0.86,10,0.8493042,-1.1389558
52.030136,0.7325633,204848.0,240626,0.86,10,0.8493042,-1.71047508
52.03013,0.73257832,204849.0,240626,0.86,10,0.8493042,-1.0287346
52.030116,0.732589936,204850.0,240626,0.86,10,1.2739563,-0.7960449
52.03011,0.73262,204852.0,240626,0.86,10,0.8493042,-2.05747
52.030096,0.732641636,204854.0,240626,0.86,10,1.6986084,-1.4818689
52.029996,0.7327216,204904.0,240626,0.86,10,11.040955,-5.4784364
52.029972,0.7327433,204906.0,240626,0.86,10,2.5479126,-1.4859554
52.029956,0.73275168,204907.0,240626,0.86,10,1.6986084,-0.57152148
52.02993,0.7327717,204909.0,240626,0.86,10,2.9725648,-1.3716522
52.029916,0.732780036,204911.0,240626,0.86,10,1.6986084,-0.57152192
52.029892,0.732780036,204913.0,240626,0.86,10,2.5479126,0.0
52.029872,0.7327833,204915.0,240626,0.86,10,2.1232604,-0.22452672
52.029856,0.732785,204916.0,240626,0.86,10,1.6986084,-0.11430454
52.029844,0.732785,204918.0,240626,0.86,10,1.6986084,0.0
52.029828,0.7327833,204919.0,240626,0.86,10,1.6986084,0.114304624
52.0298,0.732781636,204921.0,240626,0.86,10,2.9725648,0.11430469
52.029784,0.7327784,204923.0,240626,0.86,10,1.6986084,0.22452714
52.029764,0.7327717,204925.0,240626,0.86,10,2.5479126,0.45721916
52.02975,0.73277,204926.0,240626,0.86,10,1.2739563,0.11430481
52.029736,0.7327683,204927.0,240626,0.86,10,1.6986084,0.11838717
52.02972,0.7327616,204929.0,240626,0.86,10,1.6986084,0.457219552
52.029704,0.7327567,204930.0,240626,0.86,10,1.6986084,0.33883248
52.0296868,0.73275168,204932.0,240626,0.86,10,2.1232604,0.342914936
52.029584,0.7327117,204942.0,240626,0.86,10,11.465607,2.7392436
52.029564,0.73270832,204943.0,240626,0.86,10,2.1232604,0.228610584
52.02955,0.732705,204945.0,240626,0.86,10,1.6986084,0.22861066
52.029532,0.732700036,204946.0,240626,0.86,10,1.6986084,0.338833784
52.02952,0.732691636,204948.0,240626,0.86,10,1.6986084,0.5756094
52.029508,0.7326867,204949.0,240626,0.86,10,1.2739563,0.338834
52.02949,0.732678336,204951.0,240626,0.86,10,1.6986084,0.57152736
